UserID,ItemID,Rating
1,1,"3,8"
1,2,"3,6"
1,3,4
1,4,4
1,5,"3,4"
1,6,5
1,7,4
1,8,4
1,9,"3,4"
1,10,"3,4"
1,11,"3,4"
1,12,"3,2"
1,13,"2,8"
1,14,"3,4"
1,15,"2,2"
1,16,3
1,17,"2,8"
1,18,"3,2"
1,19,"3,4"
1,20,"2,6"
1,21,"3,2"
1,22,"3,4"
1,23,"3,6"
1,24,"3,4"
1,25,"2,6"
1,26,"3,2"
1,27,"2,8"
2,1,"3,6"
2,2,"2,4"
2,3,4
2,4,"4,2"
2,5,"2,2"
2,6,5
2,7,"3,6"
2,8,"3,2"
2,9,"3,8"
2,10,"3,6"
2,11,"4,2"
2,12,3
2,13,"2,2"
2,14,"4,4"
2,15,"2,6"
2,16,"3,6"
2,17,"2,4"
2,18,"2,4"
2,19,3
2,20,"2,4"
2,21,"3,4"
2,22,"3,8"
2,23,"3,2"
2,24,3
2,25,"2,4"
2,26,"3,8"
2,27,"2,2"
3,1,4
3,2,"4,2"
3,3,"4,2"
3,4,"4,2"
3,5,4
3,6,"4,6"
3,7,"4,2"
3,8,"3,8"
3,9,4
3,10,4
3,11,"4,2"
3,12,"3,8"
3,13,"3,6"
3,14,"4,2"
3,15,4
3,16,"3,8"
3,17,4
3,18,"3,6"
3,19,"4,2"
3,20,"3,8"
3,21,"4,2"
3,22,"4,2"
3,23,"3,6"
3,24,"4,2"
3,25,"3,8"
3,26,4
3,27,"4,2"
4,1,4
4,2,3
4,3,4
4,4,"3,8"
4,5,"4,2"
4,6,5
4,7,"4,6"
4,8,"4,2"
4,9,"4,2"
4,10,"4,2"
4,11,4
4,12,"3,4"
4,13,"3,4"
4,14,"4,2"
4,15,4
4,16,"4,6"
4,17,"4,2"
4,18,"3,4"
4,19,"4,2"
4,20,"3,2"
4,21,"3,8"
4,22,"3,4"
4,23,4
4,24,"4,2"
4,25,"3,4"
4,26,"3,6"
4,27,"3,2"
5,1,"3,2"
5,2,"2,8"
5,3,"3,6"
5,4,"3,6"
5,5,"3,4"
5,6,"3,4"
5,7,"2,6"
5,8,"3,6"
5,9,"3,4"
5,10,"3,6"
5,11,3
5,12,"3,4"
5,13,"3,4"
5,14,"3,4"
5,15,"2,6"
5,16,3
5,17,"3,8"
5,18,4
5,19,3
5,20,"3,2"
5,21,"3,2"
5,22,"3,2"
5,23,3
5,24,"3,6"
5,25,"2,8"
5,26,"2,6"
5,27,"3,4"
6,1,5
6,2,"3,8"
6,3,"3,6"
6,4,4
6,5,4
6,6,4
6,7,"4,4"
6,8,"4,2"
6,9,"4,6"
6,10,4
6,11,4
6,12,4
6,13,5
6,14,4
6,15,"4,2"
6,16,4
6,17,4
6,18,"4,6"
6,19,"4,6"
6,20,4
6,21,"3,6"
6,22,"4,2"
6,23,"4,4"
6,24,4
6,25,"4,2"
6,26,4
6,27,4
7,1,"3,6"
7,2,"4,2"
7,3,4
7,4,"4,8"
7,5,"3,8"
7,6,5
7,7,5
7,8,5
7,9,5
7,10,5
7,11,5
7,12,5
7,13,4
7,14,5
7,15,5
7,16,5
7,17,"3,6"
7,18,5
7,19,5
7,20,"4,4"
7,21,5
7,22,5
7,23,5
7,24,5
7,25,5
7,26,5
7,27,5
8,1,4
8,2,"2,8"
8,3,"4,4"
8,4,"3,6"
8,5,"3,4"
8,6,5
8,7,"3,6"
8,8,"4,2"
8,9,"3,4"
8,10,"3,8"
8,11,"3,6"
8,12,"3,4"
8,13,"3,6"
8,14,"3,6"
8,15,"3,4"
8,16,"3,2"
8,17,"3,4"
8,18,"4,4"
8,19,"3,8"
8,20,"3,4"
8,21,"3,8"
8,22,"3,4"
8,23,"3,8"
8,24,"4,4"
8,25,"3,8"
8,26,"3,8"
8,27,"3,6"
9,1,4
9,2,"3,6"
9,3,"4,2"
9,4,"3,8"
9,5,"4,2"
9,6,"4,8"
9,7,5
9,8,"4,2"
9,9,"4,6"
9,10,"4,2"
9,11,"4,4"
9,12,"4,2"
9,13,"3,4"
9,14,5
9,15,"3,8"
9,16,4
9,17,"3,6"
9,18,"3,6"
9,19,3
9,20,"3,6"
9,21,"3,6"
9,22,"3,4"
9,23,"4,2"
9,24,"3,4"
9,25,"3,8"
9,26,"3,2"
9,27,4
10,1,"4,2"
10,2,3
10,3,"4,4"
10,4,"4,4"
10,5,"4,2"
10,6,"3,8"
10,7,"4,2"
10,8,"4,2"
10,9,4
10,10,"4,2"
10,11,4
10,12,"3,8"
10,13,"3,2"
10,14,"3,8"
10,15,"3,4"
10,16,"3,4"
10,17,3
10,18,"3,6"
10,19,"3,8"
10,20,"3,6"
10,21,4
10,22,"3,8"
10,23,"4,2"
10,24,"3,6"
10,25,"4,4"
10,26,"4,2"
10,27,4
11,1,"4,6"
11,2,"4,2"
11,3,4
11,4,"4,8"
11,5,"4,4"
11,6,5
11,7,"4,8"
11,8,5
11,9,"4,6"
11,10,"3,6"
11,11,"4,4"
11,12,"4,8"
11,13,"4,8"
11,14,"4,2"
11,15,5
11,16,"3,8"
11,17,"4,6"
11,18,"3,6"
11,19,"4,6"
11,20,"4,4"
11,21,4
11,22,"4,4"
11,23,"4,6"
11,24,"4,4"
11,25,4
11,26,"4,6"
11,27,"4,6"
12,1,"3,2"
12,2,"2,2"
12,3,4
12,4,"2,2"
12,5,"2,4"
12,6,"3,2"
12,7,"2,6"
12,8,"3,2"
12,9,"2,8"
12,10,"3,6"
12,11,"3,6"
12,12,"3,4"
12,13,"4,2"
12,14,4
12,15,"3,2"
12,16,3
12,17,"3,2"
12,18,"3,2"
12,19,"3,6"
12,20,"2,2"
12,21,"3,2"
12,22,"4,6"
12,23,"2,8"
12,24,"3,2"
12,25,"2,6"
12,26,"3,8"
12,27,"3,4"
13,1,"4,4"
13,2,"4,8"
13,3,5
13,4,5
13,5,"3,8"
13,6,1
13,7,"4,2"
13,8,"3,6"
13,9,"3,8"
13,10,"3,8"
13,11,"3,8"
13,12,"4,2"
13,13,4
13,14,"3,4"
13,15,"2,4"
13,16,"3,8"
13,17,"3,4"
13,18,1
13,19,"3,4"
13,20,4
13,21,"3,4"
13,22,"3,6"
13,23,"4,4"
13,24,1
13,25,"3,8"
13,26,4
13,27,4
14,1,"3,6"
14,2,4
14,3,"3,6"
14,4,"3,6"
14,5,"3,6"
14,6,"3,4"
14,7,"3,6"
14,8,"3,6"
14,9,"3,4"
14,10,"3,8"
14,11,"3,6"
14,12,"3,6"
14,13,"3,4"
14,14,"3,2"
14,15,"3,4"
14,16,"3,2"
14,17,3
14,18,"3,2"
14,19,"3,4"
14,20,"3,4"
14,21,"3,4"
14,22,"3,2"
14,23,"3,4"
14,24,"3,4"
14,25,"3,8"
14,26,"3,6"
14,27,"3,4"
15,1,"4,4"
15,2,"4,2"
15,3,"4,2"
15,4,"3,8"
15,5,"4,6"
15,6,5
15,7,"4,2"
15,8,"4,6"
15,9,"4,6"
15,10,"4,4"
15,11,"3,8"
15,12,4
15,13,4
15,14,"3,6"
15,15,"4,6"
15,16,"4,4"
15,17,"3,8"
15,18,"3,4"
15,19,"3,6"
15,20,"4,2"
15,21,"3,6"
15,22,"4,4"
15,23,"3,8"
15,24,"3,8"
15,25,"3,2"
15,26,"3,4"
15,27,"4,2"
16,1,"4,6"
16,2,"4,4"
16,3,"4,4"
16,4,"4,6"
16,5,"4,6"
16,6,"4,6"
16,7,"4,4"
16,8,"4,2"
16,9,"4,2"
16,10,5
16,11,"4,6"
16,12,"4,6"
16,13,"4,2"
16,14,"4,6"
16,15,4
16,16,"4,2"
16,17,4
16,18,"4,6"
16,19,4
16,20,"4,4"
16,21,4
16,22,4
16,23,"3,8"
16,24,4
16,25,4
16,26,4
16,27,4
17,1,4
17,2,"3,8"
17,3,4
17,4,"4,4"
17,5,"3,8"
17,6,"4,2"
17,7,"3,8"
17,8,"3,8"
17,9,4
17,10,"4,2"
17,11,"3,8"
17,12,"3,8"
17,13,"3,8"
17,14,"3,8"
17,15,"3,8"
17,16,"4,2"
17,17,"3,8"
17,18,4
17,19,4
17,20,4
17,21,"3,8"
17,22,"4,2"
17,23,"4,2"
17,24,"4,4"
17,25,"3,8"
17,26,"4,2"
17,27,"3,8"
18,1,"3,6"
18,2,"3,8"
18,3,"3,8"
18,4,"3,2"
18,5,3
18,6,4
18,7,"3,6"
18,8,"3,8"
18,9,"3,6"
18,10,3
18,11,"3,4"
18,12,"3,6"
18,13,"3,8"
18,14,"3,4"
18,15,"3,6"
18,16,"3,4"
18,17,"3,6"
18,18,"4,2"
18,19,"3,4"
18,20,"3,2"
18,21,"3,4"
18,22,3
18,23,"3,8"
18,24,"4,2"
18,25,"2,6"
18,26,"3,6"
18,27,"3,2"
19,1,"2,8"
19,2,"2,2"
19,3,3
19,4,"3,4"
19,5,"3,2"
19,6,"4,2"
19,7,"2,6"
19,8,"3,4"
19,9,"3,6"
19,10,"3,4"
19,11,"3,6"
19,12,"3,6"
19,13,"3,2"
19,14,"3,2"
19,15,"2,8"
19,16,"4,2"
19,17,"2,8"
19,18,3
19,19,"2,6"
19,20,"2,8"
19,21,3
19,22,"3,2"
19,23,"3,2"
19,24,"2,8"
19,25,"2,4"
19,26,"2,8"
19,27,"3,6"
20,1,"3,4"
20,2,"2,6"
20,3,"3,4"
20,4,"3,4"
20,5,"3,6"
20,6,"4,8"
20,7,5
20,8,3
20,9,"3,4"
20,10,"3,6"
20,11,"3,8"
20,12,3
20,13,2
20,14,"3,6"
20,15,"3,2"
20,16,"2,8"
20,17,"3,4"
20,18,"4,2"
20,19,4
20,20,"3,4"
20,21,"4,2"
20,22,4
20,23,"3,4"
20,24,"4,2"
20,25,"3,6"
20,26,4
20,27,4
21,1,"3,6"
21,2,5
21,3,"2,8"
21,4,"3,6"
21,5,3
21,6,"3,8"
21,7,"3,6"
21,8,4
21,9,4
21,10,4
21,11,"3,8"
21,12,"3,8"
21,13,5
21,14,"3,4"
21,15,4
21,16,4
21,17,4
21,18,4
21,19,5
21,20,"3,4"
21,21,"3,8"
21,22,3
21,23,"3,4"
21,24,5
21,25,"3,6"
21,26,"3,2"
21,27,"4,2"
22,1,3
22,2,3
22,3,3
22,4,3
22,5,3
22,6,3
22,7,3
22,8,3
22,9,3
22,10,3
22,11,3
22,12,3
22,13,3
22,14,3
22,15,3
22,16,3
22,17,3
22,18,3
22,19,3
22,20,3
22,21,3
22,22,3
22,23,3
22,24,3
22,25,3
22,26,3
22,27,"3,2"
23,1,"4,6"
23,2,"3,4"
23,3,"4,2"
23,4,"4,4"
23,5,"3,6"
23,6,"4,2"
23,7,"4,2"
23,8,"4,4"
23,9,"4,4"
23,10,"4,2"
23,11,"4,8"
23,12,"4,4"
23,13,"4,2"
23,14,"3,8"
23,15,"4,8"
23,16,"4,4"
23,17,"4,6"
23,18,5
23,19,"4,4"
23,20,"4,2"
23,21,"4,6"
23,22,4
23,23,"4,4"
23,24,"4,8"
23,25,"4,6"
23,26,"4,4"
23,27,"4,6"
24,1,"4,4"
24,2,"4,2"
24,3,"4,2"
24,4,"4,8"
24,5,"3,2"
24,6,"3,8"
24,7,"3,2"
24,8,"2,6"
24,9,"3,2"
24,10,"3,6"
24,11,3
24,12,"3,6"
24,13,"3,4"
24,14,"4,2"
24,15,"4,4"
24,16,"3,4"
24,17,3
24,18,"4,4"
24,19,4
24,20,"1,8"
24,21,"3,4"
24,22,3
24,23,3
24,24,"3,6"
24,25,"3,8"
24,26,"3,4"
24,27,"3,2"
25,1,"3,8"
25,2,"3,4"
25,3,"3,6"
25,4,"4,2"
25,5,"3,4"
25,6,"3,6"
25,7,"3,8"
25,8,"3,6"
25,9,"3,6"
25,10,"4,4"
25,11,"3,6"
25,12,"3,8"
25,13,"3,4"
25,14,"3,8"
25,15,"3,6"
25,16,"3,4"
25,17,"3,4"
25,18,"3,4"
25,19,"3,8"
25,20,"3,6"
25,21,"3,4"
25,22,"3,4"
25,23,"3,6"
25,24,"3,6"
25,25,"3,4"
25,26,"3,6"
25,27,"3,6"
26,1,5
26,2,"4,6"
26,3,"4,4"
26,4,4
26,5,4
26,6,"4,6"
26,7,"4,6"
26,8,"4,4"
26,9,4
26,10,"4,6"
26,11,4
26,12,4
26,13,"4,2"
26,14,"4,4"
26,15,"4,6"
26,16,"3,8"
26,17,4
26,18,"4,2"
26,19,"4,6"
26,20,4
26,21,4
26,22,"4,4"
26,23,"4,4"
26,24,4
26,25,"3,8"
26,26,4
26,27,"3,6"
27,1,"4,4"
27,2,"4,2"
27,3,"4,2"
27,4,"4,2"
27,5,"4,2"
27,6,4
27,7,"4,2"
27,8,4
27,9,"4,6"
27,10,"4,2"
27,11,"4,2"
27,12,"3,6"
27,13,4
27,14,4
27,15,4
27,16,"3,8"
27,17,4
27,18,"3,6"
27,19,"3,8"
27,20,"3,8"
27,21,4
27,22,4
27,23,4
27,24,4
27,25,"3,8"
27,26,"4,2"
27,27,4
28,1,"4,4"
28,2,5
28,3,5
28,4,5
28,5,5
28,6,"4,8"
28,7,"4,6"
28,8,5
28,9,5
28,10,5
28,11,5
28,12,5
28,13,5
28,14,5
28,15,5
28,16,5
28,17,5
28,18,5
28,19,5
28,20,5
28,21,5
28,22,5
28,23,5
28,24,5
28,25,5
28,26,5
28,27,5
29,1,4
29,2,"3,8"
29,3,"3,8"
29,4,"3,8"
29,5,4
29,6,"4,2"
29,7,"4,2"
29,8,"4,2"
29,9,"4,2"
29,10,"4,2"
29,11,4
29,12,4
29,13,4
29,14,4
29,15,4
29,16,"4,2"
29,17,"3,6"
29,18,"3,8"
29,19,"3,4"
29,20,"3,8"
29,21,4
29,22,4
29,23,4
29,24,4
29,25,4
29,26,"4,2"
29,27,4
30,1,"3,4"
30,2,"3,8"
30,3,3
30,4,3
30,5,3
30,6,3
30,7,3
30,8,3
30,9,3
30,10,3
30,11,3
30,12,3
30,13,3
30,14,3
30,15,3
30,16,3
30,17,3
30,18,3
30,19,3
30,20,3
30,21,3
30,22,3
30,23,3
30,24,3
30,25,3
30,26,3
30,27,3
31,1,"4,2"
31,2,4
31,3,"4,2"
31,4,"4,2"
31,5,"4,2"
31,6,"4,6"
31,7,"4,6"
31,8,"4,6"
31,9,"4,6"
31,10,"4,4"
31,11,4
31,12,"4,2"
31,13,"4,4"
31,14,"4,2"
31,15,"4,6"
31,16,"4,4"
31,17,"4,2"
31,18,"4,2"
31,19,"4,2"
31,20,"3,8"
31,21,"4,4"
31,22,"4,4"
31,23,"4,4"
31,24,"4,4"
31,25,"4,2"
31,26,"4,2"
31,27,"4,4"
32,1,5
32,2,5
32,3,5
32,4,5
32,5,"4,8"
32,6,"4,8"
32,7,5
32,8,5
32,9,5
32,10,5
32,11,5
32,12,5
32,13,5
32,14,5
32,15,"4,8"
32,16,4
32,17,"4,2"
32,18,"4,2"
32,19,4
32,20,"4,6"
32,21,4
32,22,4
32,23,4
32,24,4
32,25,4
32,26,4
32,27,4
33,1,"3,4"
33,2,"4,2"
33,3,"3,6"
33,4,"3,8"
33,5,"3,6"
33,6,"3,4"
33,7,5
33,8,"3,4"
33,9,"3,6"
33,10,3
33,11,3
33,12,"3,2"
33,13,"3,2"
33,14,"3,4"
33,15,4
33,16,"3,4"
33,17,"3,4"
33,18,"2,6"
33,19,4
33,20,"3,2"
33,21,"3,8"
33,22,"3,6"
33,23,"3,8"
33,24,4
33,25,3
33,26,"3,4"
33,27,"3,4"
34,1,"4,2"
34,2,4
34,3,4
34,4,4
34,5,4
34,6,"4,6"
34,7,"4,2"
34,8,"4,2"
34,9,4
34,10,4
34,11,"4,2"
34,12,"3,8"
34,13,"3,8"
34,14,"4,2"
34,15,"3,4"
34,16,"4,4"
34,17,4
34,18,"4,2"
34,19,"3,4"
34,20,"3,2"
34,21,"3,8"
34,22,4
34,23,"3,4"
34,24,4
34,25,"3,8"
34,26,"3,8"
34,27,"3,6"
35,1,"4,2"
35,2,4
35,3,4
35,4,5
35,5,5
35,6,"3,8"
35,7,5
35,8,5
35,9,5
35,10,5
35,11,5
35,12,5
35,13,5
35,14,5
35,15,"4,6"
35,16,"4,2"
35,17,"4,2"
35,18,4
35,19,4
35,20,"4,6"
35,21,4
35,22,"4,6"
35,23,4
35,24,5
35,25,4
35,26,4
35,27,4
36,1,"3,4"
36,2,"3,6"
36,3,"3,8"
36,4,4
36,5,"3,4"
36,6,4
36,7,"3,8"
36,8,"3,8"
36,9,"3,8"
36,10,"3,6"
36,11,"3,6"
36,12,"4,2"
36,13,"3,6"
36,14,"3,2"
36,15,"3,4"
36,16,"4,2"
36,17,"4,4"
36,18,"4,4"
36,19,"4,6"
36,20,4
36,21,"4,2"
36,22,4
36,23,"3,8"
36,24,"3,8"
36,25,"3,8"
36,26,"3,8"
36,27,4
37,1,"4,4"
37,2,"4,2"
37,3,"4,2"
37,4,"4,2"
37,5,"4,6"
37,6,"4,2"
37,7,"4,2"
37,8,"4,2"
37,9,"4,2"
37,10,"4,4"
37,11,"4,2"
37,12,"4,2"
37,13,"4,4"
37,14,"4,4"
37,15,"4,4"
37,16,"4,6"
37,17,"4,4"
37,18,"4,4"
37,19,"4,4"
37,20,"4,2"
37,21,"4,2"
37,22,"4,2"
37,23,"4,2"
37,24,"4,2"
37,25,"4,2"
37,26,"4,2"
37,27,"4,2"
38,1,"3,6"
38,2,"3,6"
38,3,"3,6"
38,4,4
38,5,"3,6"
38,6,4
38,7,"3,6"
38,8,"3,6"
38,9,"3,6"
38,10,"3,2"
38,11,"2,8"
38,12,"4,2"
38,13,"3,8"
38,14,4
38,15,"3,6"
38,16,"2,4"
38,17,"2,8"
38,18,"3,4"
38,19,"3,2"
38,20,"3,4"
38,21,"3,4"
38,22,"3,6"
38,23,"2,8"
38,24,3
38,25,3
38,26,"3,2"
38,27,"3,2"
39,1,"4,2"
39,2,"3,4"
39,3,"3,4"
39,4,"3,4"
39,5,"3,2"
39,6,"4,2"
39,7,"3,6"
39,8,"3,6"
39,9,4
39,10,"3,2"
39,11,"3,2"
39,12,4
39,13,4
39,14,"3,6"
39,15,"3,6"
39,16,"3,6"
39,17,3
39,18,3
39,19,"3,4"
39,20,"3,2"
39,21,"3,4"
39,22,"3,8"
39,23,"4,2"
39,24,"3,4"
39,25,4
39,26,4
39,27,"3,2"
40,1,"4,4"
40,2,"4,2"
40,3,"4,2"
40,4,"3,4"
40,5,4
40,6,5
40,7,"4,6"
40,8,"4,4"
40,9,"4,4"
40,10,4
40,11,4
40,12,"4,2"
40,13,"4,2"
40,14,"3,4"
40,15,"3,8"
40,16,"3,6"
40,17,"3,8"
40,18,"2,4"
40,19,"3,8"
40,20,"3,4"
40,21,"3,4"
40,22,"3,6"
40,23,"3,4"
40,24,"3,4"
40,25,"4,4"
40,26,"4,2"
40,27,"3,6"
41,1,"4,4"
41,2,"4,8"
41,3,"4,2"
41,4,"4,6"
41,5,"4,4"
41,6,5
41,7,"4,6"
41,8,"4,4"
41,9,"4,6"
41,10,"4,8"
41,11,"4,8"
41,12,"4,4"
41,13,"4,4"
41,14,"4,4"
41,15,"4,6"
41,16,"4,6"
41,17,"4,2"
41,18,"4,4"
41,19,"4,4"
41,20,"4,4"
41,21,"4,6"
41,22,"4,6"
41,23,"4,4"
41,24,"4,4"
41,25,4
41,26,"4,4"
41,27,"4,4"
42,1,"3,4"
42,2,3
42,3,"3,8"
42,4,"3,6"
42,5,"4,2"
42,6,"4,2"
42,7,"2,6"
42,8,"3,4"
42,9,"3,6"
42,10,"3,6"
42,11,"3,4"
42,12,"3,2"
42,13,"2,8"
42,14,"3,6"
42,15,"3,8"
42,16,"3,6"
42,17,"2,6"
42,18,4
42,19,"3,8"
42,20,3
42,21,3
42,22,"3,8"
42,23,"3,4"
42,24,"3,4"
42,25,"3,6"
42,26,"3,8"
42,27,"3,6"